1,307877.7368421053,801696.052631579
2,257393.2,845419.4
3,251694.62068965516,900111.8620689656
4,212454.575,843675.975
5,855036.8759124088,540275.0437956204
6,320475.4512195122,163374.14024390245
7,367837.7341389728,482177.4682779456
8,453290.8113207547,814920.2264150943
9,617363.8735632184,400171.0804597701
10,166048.43125,346997.7
11,866596.6315789474,617170.3684210526
12,851680.5,156552.99390243902
13,480904.07272727275,144204.23636363636
14,405847.8108108108,774757.5315315315
15,141652.77647058823,558254.4941176471
16,606274.5049504951,575804.207920792
17,819788.0758620689,739223.3724137931
18,518138.6504854369,187415.427184466
19,802414.0111731844,322358.9888268156
20,669607.7692307692,864505.8076923077
