16,618600.0,551446.0
16,582015.0,546191.0
16,604737.0,574591.0
16,627968.0,574625.0
16,603145.0,574795.0
16,671919.0,571761.0
16,627912.0,593892.0
16,591851.0,569051.0
16,601444.0,572693.0
16,661430.0,603567.0
16,562704.0,570596.0
16,605107.0,563429.0
16,568824.0,570203.0
16,560237.0,500154.0
16,638559.0,558807.0
16,631297.0,578351.0
16,605284.0,556134.0
16,603849.0,572396.0
16,598634.0,619900.0
16,604157.0,574191.0
16,620438.0,511694.0
16,600202.0,622079.0
16,515612.0,540643.0
16,593490.0,623110.0
16,607084.0,595500.0
16,583728.0,563146.0
16,616044.0,533807.0
16,624452.0,584622.0
16,604438.0,574666.0
16,625709.0,660145.0
16,601376.0,579831.0
16,612799.0,537497.0
16,575440.0,568511.0
16,605927.0,572533.0
16,647354.0,579190.0
16,680357.0,620811.0
16,604294.0,574368.0
16,611508.0,503220.0
16,603789.0,574474.0
16,551740.0,588768.0
16,569197.0,559307.0
16,606809.0,572101.0
16,588597.0,622592.0
16,613840.0,534167.0
16,601339.0,571609.0
16,593398.0,559764.0
16,593166.0,622725.0
16,712648.0,607541.0
16,660327.0,585901.0
16,604001.0,573587.0
16,538571.0,654649.0
16,586097.0,567445.0
16,599123.0,616977.0
16,617717.0,613939.0
16,618869.0,577243.0
16,636628.0,533309.0
16,604352.0,573425.0
16,596891.0,579476.0
16,604415.0,571400.0
16,593317.0,534085.0
9,657985.0,453405.0
16,601900.0,569391.0
16,639431.0,588155.0
16,568570.0,579335.0
16,667639.0,571164.0
16,596796.0,529933.0
16,606111.0,617846.0
16,571334.0,594145.0
16,605100.0,573307.0
16,585195.0,555011.0
16,651740.0,589474.0
16,589112.0,536573.0
16,582057.0,543124.0
16,577242.0,574073.0
16,631182.0,565466.0
16,695646.0,652231.0
16,567428.0,580005.0
16,634967.0,579020.0
16,614615.0,574437.0
16,594084.0,629464.0
16,601530.0,577183.0
16,603055.0,589818.0
16,616561.0,619007.0
16,611581.0,572630.0
16,579712.0,568354.0
16,602887.0,595245.0
16,605913.0,579526.0
16,610263.0,574422.0
16,624369.0,532153.0
16,599870.0,591110.0
16,658403.0,611332.0
16,610980.0,522819.0
16,569422.0,567790.0
16,540783.0,626497.0
16,637323.0,549567.0
16,638078.0,629421.0
16,647103.0,573853.0
16,533799.0,564377.0
16,649034.0,528813.0
16,622407.0,583192.0
16,597026.0,642918.0
16,546632.0,599204.0
16,672565.0,564468.0
16,636500.0,587401.0
16,696144.0,548705.0
16,533551.0,582247.0
16,526802.0,551524.0
16,696601.0,603624.0
16,663578.0,586265.0
16,628080.0,562986.0
16,597421.0,554767.0
16,595193.0,576508.0
16,658103.0,572250.0
16,606415.0,581386.0
16,641976.0,577433.0
16,589180.0,595099.0
16,580561.0,528916.0
16,621726.0,578003.0
16,541976.0,512639.0
16,593840.0,578685.0
16,602667.0,575857.0
16,631446.0,561156.0
16,593865.0,572987.0
16,668502.0,563937.0
19,814045.0,332998.0
19,779956.0,271501.0
19,797205.0,313318.0
19,783666.0,262902.0
19,806131.0,312752.0
19,830658.0,368694.0
19,801910.0,325434.0
19,808062.0,337340.0
19,789833.0,304422.0
19,800865.0,312968.0
19,802237.0,318526.0
19,780927.0,285057.0
19,809182.0,319115.0
19,820327.0,352701.0
19,801093.0,317509.0
19,805237.0,318655.0
19,801441.0,323812.0
19,797313.0,317527.0
19,790395.0,300024.0
19,797787.0,301470.0
19,804630.0,332333.0
19,802111.0,320817.0
19,819768.0,346596.0
19,800565.0,319364.0
19,814401.0,341234.0
19,776131.0,248465.0
19,809550.0,327365.0
19,795322.0,311178.0
19,830450.0,393096.0
19,802814.0,320130.0
19,823913.0,369439.0
19,803386.0,318982.0
19,798904.0,324420.0
19,807446.0,342555.0
19,804251.0,329956.0
19,803448.0,314797.0
19,826228.0,376658.0
19,808686.0,332209.0
19,798472.0,322218.0
19,795489.0,287279.0
